TIMESLOT,Actual,Predicted
2018-12-24 17:00:00,3135.27,2760.959757872404
2018-12-24 18:00:00,3485.13,2579.038389052584
2018-12-24 19:00:00,3351.11,2381.062736276432
2018-12-24 20:00:00,3241.1,2347.660832106724
2018-12-24 21:00:00,2931.53,2266.988884451813
2018-12-24 22:00:00,2691.19,2236.3475814828626
2018-12-24 23:00:00,2302.5,2104.2471846263443
2018-12-25 00:00:00,1947.09,2087.7430812929483
2018-12-25 01:00:00,1724.83,1797.0625531034987
2018-12-25 02:00:00,1622.85,1678.1326631639436
2018-12-25 03:00:00,1526.26,1447.6398045924013
2018-12-25 04:00:00,1566.69,1504.5084719811946
2018-12-25 05:00:00,1686.3,1506.8074251443052
2018-12-25 06:00:00,2040.02,1843.6177117948275
2018-12-25 07:00:00,2658.63,2402.8282741364415
2018-12-25 08:00:00,3333.9,2650.546190474113
2018-12-25 09:00:00,3619.75,2646.380125235273
2018-12-25 10:00:00,3927.33,3011.3698955055065
2018-12-25 11:00:00,3917.68,2933.4531515696317
2018-12-25 12:00:00,3708.89,3009.475780247482
2018-12-25 13:00:00,3283.5,2925.149284949855
2018-12-25 14:00:00,2924.41,2877.988809959783
2018-12-25 15:00:00,2789.69,2845.80165313915
2018-12-25 16:00:00,2667.11,2845.80165313915
2018-12-25 17:00:00,2762.4,2681.6322635341344
2018-12-25 18:00:00,3157.09,2485.085157683996
2018-12-25 19:00:00,3164.07,2309.891771510618
2018-12-25 20:00:00,3054.98,2257.67826402901
2018-12-25 21:00:00,2836.9,2202.9658473073937
2018-12-25 22:00:00,2599.86,2172.324544338443
2018-12-25 23:00:00,2195.77,2090.1387018004225
2018-12-26 00:00:00,1806.69,1997.7295945203743
2018-12-26 01:00:00,1592.16,1801.8296765098096
2018-12-26 02:00:00,1483.25,1682.8997865702536
2018-12-26 03:00:00,1432.48,1440.9137008100513
2018-12-26 04:00:00,1462.09,1503.0767507316102
2018-12-26 05:00:00,1640.88,1503.0767507316102
2018-12-26 06:00:00,2237.81,1897.7318301257094
2018-12-26 07:00:00,3178.49,2445.7039587495733
2018-12-26 08:00:00,3632.21,2693.4218750872446
2018-12-26 09:00:00,3750.78,2709.920958248934
2018-12-26 10:00:00,3900.55,2952.4072076087755
2018-12-26 11:00:00,3789.89,2988.9241893301128
2018-12-26 12:00:00,3488.84,3079.672652965391
2018-12-26 13:00:00,3165.61,2901.003721135639
